utility,measure_date,sars,new_cases_utility,new_hosp_utility,county_names,population_served,capacity_mgd,lpha1,lpha2,lpha3,pcr_target,activation_start,activation_end,public_repository,Surv_System,participation_status,classification,slope,p_val
Utility1,2025-02-24,6357898,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.022230877943453464,5.020465830679652e-4
Utility1,2025-02-27,5773204,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.022925884883087222,2.7948559460400188e-5
Utility1,2025-03-03,7344232,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.023848540406311996,4.4827080362373e-6
Utility1,2025-03-06,7064223,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.02107249367852166,1.6275269872714857e-4
Utility1,2025-03-10,2198439,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.014709734070750139,0.004980808856429399
Utility1,2025-03-13,6710856,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.00985813972916687,0.01941872695227856
Utility1,2025-03-17,3704138,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.004052585057567303,0.08310680746890836
Utility1,2025-03-20,5669935,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0013452561542974212,0.24990746535264607
Utility1,2025-03-24,2542147,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-1.1772296583348985e-4,0.8814331467336067
Utility1,2025-03-27,7274888,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0016129533047045455,0.26025142813558577
Utility1,2025-03-31,5787531,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.003370514689500875,0.025812453758150306
Utility1,2025-04-03,4114621,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0026586494806246285,0.06784909313547313
Utility1,2025-04-07,5730481,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.002923527350031653,0.0420552486462531
Utility1,2025-04-10,3436083,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0012259785315209553,0.39747346682733214
Utility1,2025-04-14,7483532,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.001293776622160917,0.377311838666257
Utility1,2025-04-17,6405172,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-1.7600052173621185e-4,0.8468700910243976
Utility1,2025-04-21,6566108,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.001029256370653968,0.38826524135558005
Utility1,2025-04-24,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0030368313879156946,0.13926364886523787
Utility1,2025-04-28,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0066775003341992085,0.02758958452976268
Utility1,2025-05-01,4867565,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.009841703521672754,0.0055897890178207435
Utility1,2025-05-05,3205225,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0144083229409821,3.294809726854412e-5
Utility1,2025-05-08,1898023,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.016666954967566133,1.2391449156245954e-6
Utility1,2025-05-12,3721167,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.015991676598648495,1.1662764125055571e-5
Utility1,2025-05-15,5181044,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.014153249743065281,1.2272868918657379e-4
Utility1,2025-05-19,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.014311799683608916,1.3274834921713445e-4
Utility1,2025-05-22,488654,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.015447328845591652,1.9663940514082646e-4
Utility1,2025-05-27,1237268,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.015649191712247757,0.0019243114600941708
Utility1,2025-05-29,1489726,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.013285556042153817,0.001297891792522748
Utility1,2025-06-02,4312461,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.009459235886073192,0.039912357068730114
Utility1,2025-06-05,2920037,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.004164766095410031,0.3117657663031195
Utility1,2025-06-09,3872670,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0018732306874027866,0.46425267091026695
Utility1,2025-06-12,502670,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.00405565067543287,0.03144804136954649
Utility1,2025-06-16,3455633,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.0037523995878671217,0.04762527666288787
Utility1,2025-06-23,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-1.0775419435530308e-4,0.8699943421631509
Utility1,2025-06-30,6598707,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,5.607395908555488e-4,0.6441498300691675
Utility1,2025-07-07,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0015709661791065699,0.5540279508652323
Utility1,2025-07-10,655366,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.006961135128686457,0.11938535801021369
Utility1,2025-07-14,1232494,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.005106128014933931,0.07163216982913417
Utility1,2025-07-17,3551415,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-2.5207101311007534e-4,0.9533450331479326
Utility1,2025-07-21,6214108,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0040446983771593665,0.32313704231633733
Utility1,2025-07-24,6880986,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.008810340135874544,0.023230917705097456
Utility1,2025-07-28,4992333,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.006976014947053229,0.018790619206610255
Utility1,2025-07-31,6407431,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.004610875725835462,0.18527099506700132
Utility1,2025-08-04,1143638,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0029956885613029783,0.5087366135422334
Utility1,2025-08-07,176303,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.010940389121460309,0.02390618718486367
Utility1,2025-08-11,2210422,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01580555332806523,3.668898690978322e-4
Utility1,2025-08-14,4090379,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01639194831051489,1.50753243482585e-4
Utility1,2025-08-18,1701942,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.015326234462127827,3.041069141564493e-4
Utility1,2025-08-21,6805210,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.012471983396853754,5.118154402592795e-4
Utility1,2025-08-25,669841,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.011333419213575292,8.3884080875351255e-05
Utility1,2025-08-28,3706225,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.011666012466516572,8.251182594868818e-5
Utility1,2025-09-02,775361,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.014230677270516197,1.3667484585680554e-4
Utility2,2024-06-27,58375,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,NA,NA,NA
Utility2,2024-07-01,657648,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,NA,0.043046622515892696,NA
Utility2,2024-07-08,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.04656014824994409,0.027718754797338492
Utility2,2024-07-11,2231163,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.048742086525268034,0.0010128339279015658
Utility2,2024-07-15,2198951,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.045668960313877155,1.8062228751263067e-4
Utility2,2024-07-18,1003576,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.0406471178927886,2.1535629149957092e-4
Utility2,2024-07-22,623986,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03535707991139648,5.083642630428107e-4
Utility2,2024-07-25,2223241,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03304712531076064,2.2836996608246475e-4
Utility2,2024-07-29,1198170,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03453074271703341,1.3252312174609403e-5
Utility2,2024-08-01,4343072,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03648505854045135,3.747263961258941e-5
Utility2,2024-08-05,5534993,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.040409186569645233,1.2204854942970594e-5
Utility2,2024-08-08,5119337,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.041254832606432694,4.068424885110376e-6
Utility2,2024-08-12,4454275,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03561645731291955,2.9388556029626253e-4
Utility2,2024-08-15,21920,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.024616914786065557,0.0067564485980721725
Utility2,2024-08-19,699657,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.013039420929545218,0.07487690065339166
Utility2,2024-08-22,4695719,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.0033189597136380365,0.4082401130362025
Utility2,2024-08-26,368306,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.003447701615962786,0.1035283155731604
Utility2,2024-08-29,1605819,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.005616585873238525,0.0017079044045159649
Utility2,2024-09-03,2353657,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.00155770356784155,0.43876551421359133
Utility2,2024-09-09,3848836,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.003921929743995461,0.2433256883574308
Utility2,2024-09-12,3003615,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.006771251272382846,0.07279685699458215
Utility2,2024-09-16,934309,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.009704503371404685,0.0035843350089005523
Utility2,2024-09-23,6093588,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.010638821935276875,0.01616547267679227
Utility2,2024-09-26,4438577,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.008993975709179005,0.018616310634113075
Utility2,2024-09-30,1224643,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.006110605860852207,0.04304842665006136
Utility2,2024-10-03,4406388,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.004801721117843701,0.09834640445099103
Utility2,2024-10-08,5258952,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.0020898511106827926,0.22430207456298537
Utility2,2024-10-10,623163,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.005544821070188787,0.06428234365612887
Utility2,2024-10-14,563602,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.007357409443985113,0.010954816280961734
Utility2,2024-10-17,3105267,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.00791998549300406,0.005638034303229133
Utility2,2024-10-21,2449563,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.006933616123431401,0.014070491958972496
Utility2,2024-10-24,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.0059742957095752945,0.03614125960958029
Utility2,2024-10-28,4681829,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.0033662003981359233,0.14045052613126646
Utility2,2024-10-31,1420182,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.0021722380513841716,0.15680482985405758
Utility2,2024-11-04,953564,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.002905071266077473,0.0920548976151492
