"","utility","pcr_target","measure_date","week","ND_flag","detection_status"
"165","Utility2","FLUBV",2025-08-11,3,"No Detection","No recent detection"
"166","Utility2","H5",2025-08-11,3,"No Detection","No recent detection"
"167","Utility2","PanRSV",2025-08-11,3,"No Detection","No recent detection"
"168","Utility2","sars-cov-2",2025-08-11,3,"Detection","Persistent detection"
"169","Utility3","FLUAV",2025-08-11,3,"No Detection","No recent detection"
"170","Utility3","FLUBV",2025-08-11,3,"No Detection","No recent detection"
"171","Utility3","H5",2025-08-11,3,"No Detection","No recent detection"
"172","Utility3","PanRSV",2025-08-11,3,"No Detection","No recent detection"
"173","Utility3","sars-cov-2",2025-08-11,3,"Detection","Persistent detection"
"174","Utility4","FLUAV",2025-08-11,3,"No Detection","No recent detection"
"175","Utility4","FLUBV",2025-08-11,3,"No Detection","No recent detection"
"176","Utility4","H5",2025-08-11,3,"No Detection","No recent detection"
"177","Utility4","PanRSV",2025-08-11,3,"No Detection","No recent detection"
"178","Utility4","sars-cov-2",2025-08-11,3,"Detection","Persistent detection"
"179","Utility1","FLUAV",2025-08-07,4,"No Detection","No recent detection"
"180","Utility1","FLUBV",2025-08-07,4,"No Detection","No recent detection"
"181","Utility1","H5",2025-08-07,4,"No Detection","No recent detection"
"182","Utility1","PanRSV",2025-08-07,4,"No Detection","No recent detection"
"183","Utility1","sars-cov-2",2025-08-07,4,"Detection","Persistent detection"
"184","Utility2","FLUAV",2025-08-07,4,"No Detection","No recent detection"
"185","Utility2","FLUBV",2025-08-07,4,"No Detection","No recent detection"
"186","Utility2","H5",2025-08-07,4,"No Detection","No recent detection"
"187","Utility2","PanRSV",2025-08-07,4,"No Detection","No recent detection"
"188","Utility2","sars-cov-2",2025-08-07,4,"Detection","Persistent detection"
"189","Utility3","FLUAV",2025-08-07,4,"No Detection","No recent detection"
"190","Utility3","FLUBV",2025-08-07,4,"No Detection","No recent detection"
"191","Utility3","H5",2025-08-07,4,"No Detection","No recent detection"
"192","Utility3","PanRSV",2025-08-07,4,"No Detection","No recent detection"
"193","Utility3","sars-cov-2",2025-08-07,4,"Detection","Persistent detection"
"194","Utility5","FLUAV",2025-08-07,4,"No Detection","No recent detection"
"195","Utility5","FLUBV",2025-08-07,4,"No Detection","No recent detection"
"196","Utility5","H5",2025-08-07,4,"No Detection","No recent detection"
"197","Utility5","PanRSV",2025-08-07,4,"No Detection","No recent detection"
"198","Utility5","sars-cov-2",2025-08-07,4,"Detection","Persistent detection"
"199","Utility4","FLUAV",2025-08-06,4,"No Detection","No recent detection"
"200","Utility4","FLUBV",2025-08-06,4,"No Detection","No recent detection"
"201","Utility4","H5",2025-08-06,4,"No Detection","No recent detection"
"202","Utility4","PanRSV",2025-08-06,4,"No Detection","No recent detection"
"203","Utility4","sars-cov-2",2025-08-06,4,"Detection","Persistent detection"
"204","Utility1","FLUAV",2025-08-04,4,"No Detection","No recent detection"
"205","Utility1","FLUBV",2025-08-04,4,"No Detection","No recent detection"
"206","Utility1","H5",2025-08-04,4,"No Detection","No recent detection"
"207","Utility1","PanRSV",2025-08-04,4,"No Detection","No recent detection"
"208","Utility1","sars-cov-2",2025-08-04,4,"Detection","Persistent detection"
"209","Utility2","FLUAV",2025-08-04,4,"No Detection","No recent detection"
"210","Utility2","FLUBV",2025-08-04,4,"No Detection","No recent detection"
"211","Utility2","H5",2025-08-04,4,"No Detection","No recent detection"
"212","Utility2","PanRSV",2025-08-04,4,"No Detection","No recent detection"
"213","Utility2","sars-cov-2",2025-08-04,4,"Detection","Persistent detection"
"214","Utility3","FLUAV",2025-08-04,4,"No Detection","No recent detection"
"215","Utility3","FLUBV",2025-08-04,4,"No Detection","No recent detection"
"216","Utility3","H5",2025-08-04,4,"No Detection","No recent detection"
"217","Utility3","PanRSV",2025-08-04,4,"No Detection","No recent detection"
"218","Utility3","sars-cov-2",2025-08-04,4,"Detection","Persistent detection"
"219","Utility4","FLUAV",2025-08-04,4,"No Detection","No recent detection"
"220","Utility4","FLUBV",2025-08-04,4,"No Detection","No recent detection"
"221","Utility4","H5",2025-08-04,4,"No Detection","No recent detection"
"222","Utility4","PanRSV",2025-08-04,4,"No Detection","No recent detection"
"223","Utility4","sars-cov-2",2025-08-04,4,"Detection","Persistent detection"
"224","Utility5","FLUAV",2025-08-04,4,"No Detection","No recent detection"
"225","Utility5","FLUBV",2025-08-04,4,"No Detection","No recent detection"
"226","Utility5","H5",2025-08-04,4,"No Detection","No recent detection"
"227","Utility5","PanRSV",2025-08-04,4,"No Detection","No recent detection"
"228","Utility5","sars-cov-2",2025-08-04,4,"Detection","Persistent detection"
"229","Utility1","FLUAV",2025-07-31,5,"No Detection","No recent detection"
"230","Utility1","FLUBV",2025-07-31,5,"No Detection","No recent detection"
"231","Utility1","H5",2025-07-31,5,"No Detection","No recent detection"
"232","Utility1","PanRSV",2025-07-31,5,"No Detection","No recent detection"
"233","Utility1","sars-cov-2",2025-07-31,5,"Detection","Persistent detection"
"234","Utility2","FLUAV",2025-07-31,5,"No Detection","No recent detection"
"235","Utility2","FLUBV",2025-07-31,5,"No Detection","No recent detection"
"236","Utility2","H5",2025-07-31,5,"No Detection","No recent detection"
"237","Utility2","PanRSV",2025-07-31,5,"No Detection","No recent detection"
"238","Utility2","sars-cov-2",2025-07-31,5,"Detection","Persistent detection"
"239","Utility3","FLUAV",2025-07-31,5,"No Detection","No recent detection"
"240","Utility3","FLUBV",2025-07-31,5,"No Detection","No recent detection"
"241","Utility3","H5",2025-07-31,5,"No Detection","No recent detection"
"242","Utility3","PanRSV",2025-07-31,5,"No Detection","No recent detection"
"243","Utility3","sars-cov-2",2025-07-31,5,"Detection","Detection"
"244","Utility4","FLUAV",2025-07-31,5,"No Detection","No recent detection"
"245","Utility4","FLUBV",2025-07-31,5,"No Detection","No recent detection"
"246","Utility4","H5",2025-07-31,5,"No Detection","No recent detection"
"247","Utility4","PanRSV",2025-07-31,5,"No Detection","No recent detection"
"248","Utility4","sars-cov-2",2025-07-31,5,"Detection","Persistent detection"
"249","Utility5","FLUAV",2025-07-31,5,"No Detection","No recent detection"
"250","Utility5","FLUBV",2025-07-31,5,"No Detection","No recent detection"
"251","Utility5","H5",2025-07-31,5,"No Detection","No recent detection"
"252","Utility5","PanRSV",2025-07-31,5,"No Detection","No recent detection"
"253","Utility5","sars-cov-2",2025-07-31,5,"Detection","Persistent detection"
"254","Utility1","FLUAV",2025-07-28,5,"No Detection","No recent detection"
"255","Utility1","FLUBV",2025-07-28,5,"No Detection","No recent detection"
"256","Utility1","H5",2025-07-28,5,"No Detection","No recent detection"
"257","Utility1","PanRSV",2025-07-28,5,"No Detection","No recent detection"
"258","Utility1","sars-cov-2",2025-07-28,5,"Detection","Persistent detection"
"259","Utility2","FLUAV",2025-07-28,5,"No Detection","No recent detection"
"260","Utility2","FLUBV",2025-07-28,5,"No Detection","No recent detection"
"261","Utility2","H5",2025-07-28,5,"No Detection","No recent detection"
"262","Utility2","PanRSV",2025-07-28,5,"No Detection","No recent detection"
"263","Utility2","sars-cov-2",2025-07-28,5,"Detection","Persistent detection"
"264","Utility3","FLUAV",2025-07-28,5,"No Detection","No recent detection"
"265","Utility3","FLUBV",2025-07-28,5,"No Detection","No recent detection"
"266","Utility3","H5",2025-07-28,5,"No Detection","No recent detection"
"267","Utility3","PanRSV",2025-07-28,5,"No Detection","No recent detection"
"268","Utility3","sars-cov-2",2025-07-28,5,"Detection","Detection"
"269","Utility4","FLUAV",2025-07-28,5,"No Detection","No recent detection"
"270","Utility4","FLUBV",2025-07-28,5,"No Detection","No recent detection"
"271","Utility4","H5",2025-07-28,5,"No Detection","No recent detection"
"272","Utility4","PanRSV",2025-07-28,5,"No Detection","No recent detection"
"273","Utility4","sars-cov-2",2025-07-28,5,"Detection","Persistent detection"
"274","Utility5","FLUAV",2025-07-28,5,"No Detection","No recent detection"
"275","Utility5","FLUBV",2025-07-28,5,"No Detection","No recent detection"
"276","Utility5","H5",2025-07-28,5,"No Detection","No recent detection"
"277","Utility5","PanRSV",2025-07-28,5,"No Detection","No recent detection"
"278","Utility5","sars-cov-2",2025-07-28,5,"Detection","Persistent detection"
"279","Utility1","FLUAV",2025-07-24,6,"No Detection","No recent detection"
"280","Utility1","FLUBV",2025-07-24,6,"No Detection","No recent detection"
"281","Utility1","H5",2025-07-24,6,"No Detection","No recent detection"
"282","Utility1","PanRSV",2025-07-24,6,"No Detection","No recent detection"
"283","Utility1","sars-cov-2",2025-07-24,6,"Detection","Persistent detection"
"284","Utility2","FLUAV",2025-07-24,6,"No Detection","No recent detection"
"285","Utility2","FLUBV",2025-07-24,6,"No Detection","Detection"
"286","Utility2","H5",2025-07-24,6,"No Detection","No recent detection"
"287","Utility2","PanRSV",2025-07-24,6,"No Detection","No recent detection"
"288","Utility2","sars-cov-2",2025-07-24,6,"Detection","Persistent detection"
"289","Utility3","FLUAV",2025-07-24,6,"No Detection","No recent detection"
"290","Utility3","FLUBV",2025-07-24,6,"No Detection","No recent detection"
"291","Utility3","H5",2025-07-24,6,"No Detection","No recent detection"
"292","Utility3","PanRSV",2025-07-24,6,"No Detection","No recent detection"
"293","Utility3","sars-cov-2",2025-07-24,6,"Detection","Detection"
"294","Utility5","FLUAV",2025-07-24,6,"No Detection","No recent detection"
"295","Utility5","FLUBV",2025-07-24,6,"No Detection","No recent detection"
"296","Utility5","H5",2025-07-24,6,"No Detection","No recent detection"
"297","Utility5","PanRSV",2025-07-24,6,"No Detection","No recent detection"
"298","Utility5","sars-cov-2",2025-07-24,6,"Detection","Persistent detection"
"299","Utility4","FLUAV",2025-07-23,6,"No Detection","No recent detection"
"300","Utility4","FLUBV",2025-07-23,6,"No Detection","No recent detection"
"301","Utility4","H5",2025-07-23,6,"No Detection","No recent detection"
"302","Utility4","PanRSV",2025-07-23,6,"No Detection","No recent detection"
"303","Utility4","sars-cov-2",2025-07-23,6,"Detection","Detection"
"304","Utility1","FLUAV",2025-07-21,6,"No Detection","No recent detection"
"305","Utility1","FLUBV",2025-07-21,6,"No Detection","No recent detection"
"306","Utility1","H5",2025-07-21,6,"No Detection","No recent detection"
"307","Utility1","PanRSV",2025-07-21,6,"No Detection","No recent detection"
"308","Utility1","sars-cov-2",2025-07-21,6,"Detection","Persistent detection"
"309","Utility2","FLUAV",2025-07-21,6,"No Detection","No recent detection"
"310","Utility2","FLUBV",2025-07-21,6,"No Detection","Detection"
"311","Utility2","H5",2025-07-21,6,"No Detection","No recent detection"
"312","Utility2","PanRSV",2025-07-21,6,"No Detection","No recent detection"
"313","Utility2","sars-cov-2",2025-07-21,6,"Detection","Persistent detection"
"314","Utility3","FLUAV",2025-07-21,6,"No Detection","No recent detection"
"315","Utility3","FLUBV",2025-07-21,6,"No Detection","No recent detection"
"316","Utility3","H5",2025-07-21,6,"No Detection","No recent detection"
"317","Utility3","PanRSV",2025-07-21,6,"No Detection","No recent detection"
"318","Utility3","sars-cov-2",2025-07-21,6,"Detection","Detection"
"319","Utility4","FLUAV",2025-07-21,6,"No Detection","No recent detection"
"320","Utility4","FLUBV",2025-07-21,6,"No Detection","No recent detection"
"321","Utility4","H5",2025-07-21,6,"No Detection","No recent detection"
"322","Utility4","PanRSV",2025-07-21,6,"No Detection","No recent detection"
"323","Utility4","sars-cov-2",2025-07-21,6,"Detection","Detection"
"324","Utility5","FLUAV",2025-07-21,6,"No Detection","No recent detection"
"325","Utility5","FLUBV",2025-07-21,6,"No Detection","No recent detection"
"326","Utility5","H5",2025-07-21,6,"No Detection","No recent detection"
"327","Utility5","PanRSV",2025-07-21,6,"No Detection","No recent detection"
"328","Utility5","sars-cov-2",2025-07-21,6,"Detection","Persistent detection"
"329","Utility1","FLUAV",2025-07-17,7,"No Detection","No recent detection"
"330","Utility1","FLUBV",2025-07-17,7,"No Detection","No recent detection"
"331","Utility1","H5",2025-07-17,7,"No Detection","No recent detection"
"332","Utility1","PanRSV",2025-07-17,7,"No Detection","No recent detection"
"333","Utility1","sars-cov-2",2025-07-17,7,"Detection","Detection"
"334","Utility2","FLUAV",2025-07-17,7,"No Detection","No recent detection"
"335","Utility2","FLUBV",2025-07-17,7,"No Detection","Detection"
"336","Utility2","H5",2025-07-17,7,"No Detection","No recent detection"
"337","Utility2","PanRSV",2025-07-17,7,"No Detection","No recent detection"
"338","Utility2","sars-cov-2",2025-07-17,7,"Detection","Persistent detection"
"339","Utility3","FLUAV",2025-07-17,7,"No Detection","No recent detection"
"340","Utility3","FLUBV",2025-07-17,7,"No Detection","No recent detection"
"341","Utility3","H5",2025-07-17,7,"No Detection","No recent detection"
"342","Utility3","PanRSV",2025-07-17,7,"No Detection","No recent detection"
"343","Utility3","sars-cov-2",2025-07-17,7,"No Detection","Detection"
"344","Utility5","FLUAV",2025-07-17,7,"No Detection","No recent detection"
"345","Utility5","FLUBV",2025-07-17,7,"No Detection","No recent detection"
"346","Utility5","H5",2025-07-17,7,"No Detection","No recent detection"
"347","Utility5","PanRSV",2025-07-17,7,"No Detection","No recent detection"
"348","Utility5","sars-cov-2",2025-07-17,7,"Detection","Persistent detection"
"349","Utility4","FLUAV",2025-07-16,7,"No Detection","No recent detection"
"350","Utility4","FLUBV",2025-07-16,7,"No Detection","No recent detection"
"351","Utility4","H5",2025-07-16,7,"No Detection","No recent detection"
"352","Utility4","PanRSV",2025-07-16,7,"No Detection","No recent detection"
"353","Utility4","sars-cov-2",2025-07-16,7,"Detection","Detection"
"354","Utility1","FLUAV",2025-07-14,7,"No Detection","No recent detection"
"355","Utility1","FLUBV",2025-07-14,7,"No Detection","No recent detection"
"356","Utility1","H5",2025-07-14,7,"No Detection","No recent detection"
"357","Utility1","PanRSV",2025-07-14,7,"No Detection","No recent detection"
"358","Utility1","sars-cov-2",2025-07-14,7,"Detection","Detection"
"359","Utility2","FLUAV",2025-07-14,7,"No Detection","No recent detection"
"360","Utility2","FLUBV",2025-07-14,7,"Detection","Detection"
"361","Utility2","H5",2025-07-14,7,"No Detection","No recent detection"
"362","Utility2","PanRSV",2025-07-14,7,"No Detection","No recent detection"
"363","Utility2","sars-cov-2",2025-07-14,7,"Detection","Persistent detection"
"364","Utility3","FLUAV",2025-07-14,7,"No Detection","No recent detection"
"365","Utility3","FLUBV",2025-07-14,7,"No Detection","No recent detection"
"366","Utility3","H5",2025-07-14,7,"No Detection","No recent detection"
"367","Utility3","PanRSV",2025-07-14,7,"No Detection","No recent detection"
"368","Utility3","sars-cov-2",2025-07-14,7,"Detection","Detection"
"369","Utility4","FLUAV",2025-07-14,7,"No Detection","No recent detection"
"370","Utility4","FLUBV",2025-07-14,7,"No Detection","No recent detection"
"371","Utility4","H5",2025-07-14,7,"No Detection","No recent detection"
"372","Utility4","PanRSV",2025-07-14,7,"No Detection","No recent detection"
"373","Utility4","sars-cov-2",2025-07-14,7,"Detection","Detection"
"374","Utility5","FLUAV",2025-07-14,7,"No Detection","No recent detection"
"375","Utility5","FLUBV",2025-07-14,7,"No Detection","No recent detection"
"376","Utility5","H5",2025-07-14,7,"No Detection","No recent detection"
"377","Utility5","PanRSV",2025-07-14,7,"No Detection","No recent detection"
"378","Utility5","sars-cov-2",2025-07-14,7,"Detection","Persistent detection"
"379","Utility1","FLUAV",2025-07-10,8,"No Detection","No recent detection"
"380","Utility1","FLUBV",2025-07-10,8,"No Detection","No recent detection"
"381","Utility1","H5",2025-07-10,8,"No Detection","No recent detection"
"382","Utility1","PanRSV",2025-07-10,8,"No Detection","No recent detection"
"383","Utility1","sars-cov-2",2025-07-10,8,"Detection","Detection"
"384","Utility2","FLUAV",2025-07-10,8,"No Detection","Detection"
"385","Utility2","FLUBV",2025-07-10,8,"No Detection","No recent detection"
"386","Utility2","H5",2025-07-10,8,"No Detection","No recent detection"
"387","Utility2","PanRSV",2025-07-10,8,"No Detection","No recent detection"
"388","Utility2","sars-cov-2",2025-07-10,8,"Detection","Persistent detection"
"389","Utility3","FLUAV",2025-07-10,8,"No Detection","Detection"
"390","Utility3","FLUBV",2025-07-10,8,"No Detection","No recent detection"
"391","Utility3","H5",2025-07-10,8,"No Detection","No recent detection"
