"","utility","pcr_target","measure_date","week","ND_flag","detection_status"
"669","Utility2","H5",2025-05-22,15,"No Detection","No recent detection"
"670","Utility2","PanRSV",2025-05-22,15,"No Detection","No recent detection"
"671","Utility2","sars-cov-2",2025-05-22,15,"Detection","Persistent detection"
"672","Utility3","FLUAV",2025-05-22,15,"No Detection","No recent detection"
"673","Utility3","FLUBV",2025-05-22,15,"No Detection","No recent detection"
"674","Utility3","H5",2025-05-22,15,"No Detection","No recent detection"
"675","Utility3","PanRSV",2025-05-22,15,"No Detection","No recent detection"
"676","Utility3","sars-cov-2",2025-05-22,15,"No Detection","Detection"
"677","Utility5","FLUAV",2025-05-22,15,"No Detection","No recent detection"
"678","Utility5","FLUBV",2025-05-22,15,"No Detection","No recent detection"
"679","Utility5","H5",2025-05-22,15,"No Detection","No recent detection"
"680","Utility5","PanRSV",2025-05-22,15,"No Detection","No recent detection"
"681","Utility5","sars-cov-2",2025-05-22,15,"Detection","Persistent detection"
"682","Utility4","FLUAV",2025-05-21,15,"No Detection","No recent detection"
"683","Utility4","FLUBV",2025-05-21,15,"No Detection","No recent detection"
"684","Utility4","H5",2025-05-21,15,"No Detection","No recent detection"
"685","Utility4","PanRSV",2025-05-21,15,"No Detection","No recent detection"
"686","Utility4","sars-cov-2",2025-05-21,15,"No Detection","No recent detection"
"687","Utility1","FLUAV",2025-05-19,15,"No Detection","No recent detection"
"688","Utility1","FLUBV",2025-05-19,15,"No Detection","No recent detection"
"689","Utility1","H5",2025-05-19,15,"No Detection","No recent detection"
"690","Utility1","PanRSV",2025-05-19,15,"No Detection","No recent detection"
"691","Utility1","sars-cov-2",2025-05-19,15,"No Detection","Detection"
"692","Utility2","FLUAV",2025-05-19,15,"No Detection","No recent detection"
"693","Utility2","FLUBV",2025-05-19,15,"Detection","Detection"
"694","Utility2","H5",2025-05-19,15,"No Detection","No recent detection"
"695","Utility2","PanRSV",2025-05-19,15,"No Detection","No recent detection"
"696","Utility2","sars-cov-2",2025-05-19,15,"Detection","Persistent detection"
"697","Utility3","FLUAV",2025-05-19,15,"No Detection","No recent detection"
"698","Utility3","FLUBV",2025-05-19,15,"No Detection","No recent detection"
"699","Utility3","H5",2025-05-19,15,"No Detection","No recent detection"
"700","Utility3","PanRSV",2025-05-19,15,"No Detection","No recent detection"
"701","Utility3","sars-cov-2",2025-05-19,15,"Detection","Detection"
"702","Utility4","FLUAV",2025-05-19,15,"No Detection","No recent detection"
"703","Utility4","FLUBV",2025-05-19,15,"No Detection","No recent detection"
"704","Utility4","H5",2025-05-19,15,"No Detection","No recent detection"
"705","Utility4","PanRSV",2025-05-19,15,"No Detection","No recent detection"
"706","Utility4","sars-cov-2",2025-05-19,15,"No Detection","No recent detection"
"707","Utility5","FLUAV",2025-05-19,15,"No Detection","No recent detection"
"708","Utility5","FLUBV",2025-05-19,15,"No Detection","No recent detection"
"709","Utility5","H5",2025-05-19,15,"No Detection","No recent detection"
"710","Utility5","PanRSV",2025-05-19,15,"No Detection","No recent detection"
"711","Utility5","sars-cov-2",2025-05-19,15,"Detection","Persistent detection"
"712","Utility1","FLUAV",2025-05-15,16,"No Detection","No recent detection"
"713","Utility1","FLUBV",2025-05-15,16,"No Detection","No recent detection"
"714","Utility1","H1",2025-05-15,16,"No Detection","No recent detection"
"715","Utility1","H3",2025-05-15,16,"No Detection","No recent detection"
"716","Utility1","H5",2025-05-15,16,"No Detection","No recent detection"
"717","Utility1","PanRSV",2025-05-15,16,"No Detection","No recent detection"
"718","Utility1","sars-cov-2",2025-05-15,16,"Detection","Detection"
"719","Utility2","FLUAV",2025-05-15,16,"No Detection","No recent detection"
"720","Utility2","FLUBV",2025-05-15,16,"No Detection","Persistent detection"
"721","Utility2","H1",2025-05-15,16,"No Detection","No recent detection"
"722","Utility2","H3",2025-05-15,16,"No Detection","No recent detection"
"723","Utility2","H5",2025-05-15,16,"No Detection","No recent detection"
"724","Utility2","PanRSV",2025-05-15,16,"No Detection","No recent detection"
"725","Utility2","sars-cov-2",2025-05-15,16,"Detection","Persistent detection"
"726","Utility3","FLUAV",2025-05-15,16,"No Detection","No recent detection"
"727","Utility3","FLUBV",2025-05-15,16,"No Detection","No recent detection"
"728","Utility3","H1",2025-05-15,16,"No Detection","No recent detection"
"729","Utility3","H3",2025-05-15,16,"No Detection","No recent detection"
"730","Utility3","H5",2025-05-15,16,"No Detection","No recent detection"
"731","Utility3","PanRSV",2025-05-15,16,"No Detection","No recent detection"
"732","Utility3","sars-cov-2",2025-05-15,16,"No Detection","Detection"
"733","Utility5","FLUAV",2025-05-15,16,"No Detection","Detection"
"734","Utility5","FLUBV",2025-05-15,16,"No Detection","No recent detection"
"735","Utility5","H1",2025-05-15,16,"No Detection","No recent detection"
"736","Utility5","H3",2025-05-15,16,"No Detection","No recent detection"
"737","Utility5","H5",2025-05-15,16,"No Detection","No recent detection"
"738","Utility5","PanRSV",2025-05-15,16,"No Detection","No recent detection"
"739","Utility5","sars-cov-2",2025-05-15,16,"Detection","Persistent detection"
"740","Utility4","FLUAV",2025-05-14,16,"No Detection","No recent detection"
"741","Utility4","FLUBV",2025-05-14,16,"No Detection","No recent detection"
"742","Utility4","H1",2025-05-14,16,"No Detection","No recent detection"
"743","Utility4","H3",2025-05-14,16,"No Detection","No recent detection"
"744","Utility4","H5",2025-05-14,16,"No Detection","No recent detection"
"745","Utility4","PanRSV",2025-05-14,16,"No Detection","No recent detection"
"746","Utility4","sars-cov-2",2025-05-14,16,"No Detection","No recent detection"
"747","Utility1","FLUAV",2025-05-12,16,"No Detection","No recent detection"
"748","Utility1","FLUBV",2025-05-12,16,"No Detection","No recent detection"
"749","Utility1","H1",2025-05-12,16,"No Detection","No recent detection"
"750","Utility1","H3",2025-05-12,16,"No Detection","No recent detection"
"751","Utility1","H5",2025-05-12,16,"No Detection","No recent detection"
"752","Utility1","PanRSV",2025-05-12,16,"No Detection","No recent detection"
"753","Utility1","sars-cov-2",2025-05-12,16,"Detection","Detection"
"754","Utility2","FLUAV",2025-05-12,16,"No Detection","No recent detection"
"755","Utility2","FLUBV",2025-05-12,16,"Detection","Persistent detection"
"756","Utility2","H1",2025-05-12,16,"No Detection","No recent detection"
"757","Utility2","H3",2025-05-12,16,"No Detection","No recent detection"
"758","Utility2","H5",2025-05-12,16,"No Detection","No recent detection"
"759","Utility2","PanRSV",2025-05-12,16,"No Detection","No recent detection"
"760","Utility2","sars-cov-2",2025-05-12,16,"Detection","Persistent detection"
"761","Utility3","FLUAV",2025-05-12,16,"No Detection","No recent detection"
"762","Utility3","FLUBV",2025-05-12,16,"No Detection","No recent detection"
"763","Utility3","H1",2025-05-12,16,"No Detection","No recent detection"
"764","Utility3","H3",2025-05-12,16,"No Detection","No recent detection"
"765","Utility3","H5",2025-05-12,16,"No Detection","No recent detection"
"766","Utility3","PanRSV",2025-05-12,16,"No Detection","No recent detection"
"767","Utility3","sars-cov-2",2025-05-12,16,"Detection","Detection"
"768","Utility4","FLUAV",2025-05-12,16,"No Detection","No recent detection"
"769","Utility4","FLUBV",2025-05-12,16,"No Detection","No recent detection"
"770","Utility4","H1",2025-05-12,16,"No Detection","No recent detection"
"771","Utility4","H3",2025-05-12,16,"No Detection","No recent detection"
"772","Utility4","H5",2025-05-12,16,"No Detection","No recent detection"
"773","Utility4","PanRSV",2025-05-12,16,"No Detection","No recent detection"
"774","Utility4","sars-cov-2",2025-05-12,16,"No Detection","No recent detection"
"775","Utility5","FLUAV",2025-05-12,16,"No Detection","Detection"
"776","Utility5","FLUBV",2025-05-12,16,"No Detection","No recent detection"
"777","Utility5","H1",2025-05-12,16,"No Detection","No recent detection"
"778","Utility5","H3",2025-05-12,16,"No Detection","No recent detection"
"779","Utility5","H5",2025-05-12,16,"No Detection","No recent detection"
"780","Utility5","PanRSV",2025-05-12,16,"No Detection","No recent detection"
"781","Utility5","sars-cov-2",2025-05-12,16,"Detection","Persistent detection"
"782","Utility1","FLUAV",2025-05-08,17,"No Detection","No recent detection"
"783","Utility1","FLUBV",2025-05-08,17,"No Detection","No recent detection"
"784","Utility1","H1",2025-05-08,17,"No Detection","No recent detection"
"785","Utility1","H3",2025-05-08,17,"No Detection","No recent detection"
"786","Utility1","H5",2025-05-08,17,"No Detection","No recent detection"
"787","Utility1","PanRSV",2025-05-08,17,"No Detection","No recent detection"
"788","Utility1","sars-cov-2",2025-05-08,17,"Detection","Detection"
"789","Utility2","FLUAV",2025-05-08,17,"No Detection","Detection"
"790","Utility2","FLUBV",2025-05-08,17,"Detection","Persistent detection"
"791","Utility2","H1",2025-05-08,17,"No Detection","No recent detection"
"792","Utility2","H3",2025-05-08,17,"No Detection","No recent detection"
"793","Utility2","H5",2025-05-08,17,"No Detection","No recent detection"
"794","Utility2","PanRSV",2025-05-08,17,"No Detection","No recent detection"
"795","Utility2","sars-cov-2",2025-05-08,17,"Detection","Persistent detection"
"796","Utility3","FLUAV",2025-05-08,17,"No Detection","No recent detection"
"797","Utility3","FLUBV",2025-05-08,17,"No Detection","Detection"
"798","Utility3","H1",2025-05-08,17,"No Detection","No recent detection"
"799","Utility3","H3",2025-05-08,17,"No Detection","No recent detection"
"800","Utility3","H5",2025-05-08,17,"No Detection","No recent detection"
"801","Utility3","PanRSV",2025-05-08,17,"No Detection","No recent detection"
"802","Utility3","sars-cov-2",2025-05-08,17,"No Detection","Detection"
"803","Utility5","FLUAV",2025-05-08,17,"Detection","Detection"
"804","Utility5","FLUBV",2025-05-08,17,"No Detection","No recent detection"
"805","Utility5","H1",2025-05-08,17,"No Detection","No recent detection"
"806","Utility5","H3",2025-05-08,17,"No Detection","No recent detection"
"807","Utility5","H5",2025-05-08,17,"No Detection","No recent detection"
"808","Utility5","PanRSV",2025-05-08,17,"No Detection","Detection"
"809","Utility5","sars-cov-2",2025-05-08,17,"Detection","Persistent detection"
"810","Utility4","FLUAV",2025-05-07,17,"No Detection","No recent detection"
"811","Utility4","FLUBV",2025-05-07,17,"No Detection","Detection"
"812","Utility4","H1",2025-05-07,17,"No Detection","No recent detection"
"813","Utility4","H3",2025-05-07,17,"No Detection","No recent detection"
"814","Utility4","H5",2025-05-07,17,"No Detection","No recent detection"
"815","Utility4","PanRSV",2025-05-07,17,"No Detection","No recent detection"
"816","Utility4","sars-cov-2",2025-05-07,17,"No Detection","Detection"
"817","Utility1","FLUAV",2025-05-05,17,"No Detection","No recent detection"
"818","Utility1","FLUBV",2025-05-05,17,"No Detection","No recent detection"
"819","Utility1","H1",2025-05-05,17,"No Detection","No recent detection"
"820","Utility1","H3",2025-05-05,17,"No Detection","No recent detection"
"821","Utility1","H5",2025-05-05,17,"No Detection","No recent detection"
"822","Utility1","PanRSV",2025-05-05,17,"No Detection","No recent detection"
"823","Utility1","sars-cov-2",2025-05-05,17,"Detection","Detection"
"824","Utility2","FLUAV",2025-05-05,17,"No Detection","Detection"
"825","Utility2","FLUBV",2025-05-05,17,"Detection","Persistent detection"
"826","Utility2","H1",2025-05-05,17,"No Detection","No recent detection"
"827","Utility2","H3",2025-05-05,17,"No Detection","No recent detection"
"828","Utility2","H5",2025-05-05,17,"No Detection","No recent detection"
"829","Utility2","PanRSV",2025-05-05,17,"No Detection","No recent detection"
"830","Utility2","sars-cov-2",2025-05-05,17,"Detection","Persistent detection"
"831","Utility3","FLUAV",2025-05-05,17,"No Detection","No recent detection"
"832","Utility3","FLUBV",2025-05-05,17,"No Detection","Detection"
"833","Utility3","H1",2025-05-05,17,"No Detection","No recent detection"
"834","Utility3","H3",2025-05-05,17,"No Detection","No recent detection"
"835","Utility3","H5",2025-05-05,17,"No Detection","No recent detection"
"836","Utility3","PanRSV",2025-05-05,17,"No Detection","No recent detection"
"837","Utility3","sars-cov-2",2025-05-05,17,"Detection","Detection"
"838","Utility1","FLUAV",2025-05-01,18,"No Detection","No recent detection"
"839","Utility1","FLUBV",2025-05-01,18,"No Detection","No recent detection"
"840","Utility1","H1",2025-05-01,18,"No Detection","No recent detection"
"841","Utility1","H3",2025-05-01,18,"No Detection","No recent detection"
"842","Utility1","H5",2025-05-01,18,"No Detection","No recent detection"
"843","Utility1","PanRSV",2025-05-01,18,"No Detection","Detection"
"844","Utility1","sars-cov-2",2025-05-01,18,"Detection","Detection"
"845","Utility2","FLUAV",2025-05-01,18,"Detection","Detection"
"846","Utility2","FLUBV",2025-05-01,18,"Detection","Detection"
"847","Utility2","H1",2025-05-01,18,"No Detection","No recent detection"
"848","Utility2","H3",2025-05-01,18,"No Detection","No recent detection"
"849","Utility2","H5",2025-05-01,18,"No Detection","No recent detection"
"850","Utility2","PanRSV",2025-05-01,18,"No Detection","Detection"
"851","Utility2","sars-cov-2",2025-05-01,18,"Detection","Persistent detection"
"852","Utility3","FLUAV",2025-05-01,18,"No Detection","No recent detection"
"853","Utility3","FLUBV",2025-05-01,18,"Detection","Detection"
"854","Utility3","H1",2025-05-01,18,"No Detection","No recent detection"
"855","Utility3","H3",2025-05-01,18,"No Detection","No recent detection"
"856","Utility3","H5",2025-05-01,18,"No Detection","No recent detection"
"857","Utility3","PanRSV",2025-05-01,18,"No Detection","No recent detection"
"858","Utility3","sars-cov-2",2025-05-01,18,"Detection","Detection"
"859","Utility5","FLUAV",2025-05-01,18,"No Detection","No recent detection"
"860","Utility5","FLUBV",2025-05-01,18,"No Detection","No recent detection"
"861","Utility5","H1",2025-05-01,18,"No Detection","No recent detection"
"862","Utility5","H3",2025-05-01,18,"No Detection","No recent detection"
"863","Utility5","H5",2025-05-01,18,"No Detection","No recent detection"
"864","Utility5","PanRSV",2025-05-01,18,"Detection","Detection"
"865","Utility5","sars-cov-2",2025-05-01,18,"Detection","Persistent detection"
"866","Utility4","FLUAV",2025-04-30,18,"No Detection","No recent detection"
"867","Utility4","FLUBV",2025-04-30,18,"Detection","Detection"
"868","Utility4","H1",2025-04-30,18,"No Detection","No recent detection"
"869","Utility4","H3",2025-04-30,18,"No Detection","No recent detection"
"870","Utility4","H5",2025-04-30,18,"No Detection","No recent detection"
"871","Utility4","PanRSV",2025-04-30,18,"No Detection","No recent detection"
"872","Utility4","sars-cov-2",2025-04-30,18,"Detection","Persistent detection"
"873","Utility1","FLUAV",2025-04-28,18,"No Detection","No recent detection"
"874","Utility1","FLUBV",2025-04-28,18,"No Detection","No recent detection"
"875","Utility1","H1",2025-04-28,18,"No Detection","No recent detection"
"876","Utility1","H3",2025-04-28,18,"No Detection","No recent detection"
"877","Utility1","H5",2025-04-28,18,"No Detection","No recent detection"
"878","Utility1","PanRSV",2025-04-28,18,"No Detection","Detection"
"879","Utility1","sars-cov-2",2025-04-28,18,"No Detection","Detection"
"880","Utility2","FLUAV",2025-04-28,18,"No Detection","Detection"
"881","Utility2","FLUBV",2025-04-28,18,"Detection","Detection"
"882","Utility2","H1",2025-04-28,18,"No Detection","No recent detection"
"883","Utility2","H3",2025-04-28,18,"No Detection","No recent detection"
"884","Utility2","H5",2025-04-28,18,"No Detection","No recent detection"
"885","Utility2","PanRSV",2025-04-28,18,"No Detection","Detection"
"886","Utility2","sars-cov-2",2025-04-28,18,"Detection","Persistent detection"
"887","Utility3","FLUAV",2025-04-28,18,"No Detection","No recent detection"
"888","Utility3","FLUBV",2025-04-28,18,"No Detection","Detection"
"889","Utility3","H1",2025-04-28,18,"No Detection","No recent detection"
"890","Utility3","H3",2025-04-28,18,"No Detection","No recent detection"
"891","Utility3","H5",2025-04-28,18,"No Detection","No recent detection"
"892","Utility3","PanRSV",2025-04-28,18,"No Detection","No recent detection"
"893","Utility3","sars-cov-2",2025-04-28,18,"Detection","Detection"
"894","Utility4","FLUAV",2025-04-28,18,"No Detection","No recent detection"
"895","Utility4","FLUBV",2025-04-28,18,"No Detection","Detection"
"896","Utility4","H1",2025-04-28,18,"No Detection","No recent detection"
"897","Utility4","H3",2025-04-28,18,"No Detection","No recent detection"
"898","Utility4","H5",2025-04-28,18,"No Detection","No recent detection"
"899","Utility4","PanRSV",2025-04-28,18,"No Detection","No recent detection"
"900","Utility4","sars-cov-2",2025-04-28,18,"Detection","Persistent detection"
"901","Utility5","FLUAV",2025-04-28,18,"No Detection","No recent detection"
"902","Utility5","FLUBV",2025-04-28,18,"No Detection","No recent detection"
"903","Utility5","H1",2025-04-28,18,"No Detection","No recent detection"
"904","Utility5","H3",2025-04-28,18,"No Detection","No recent detection"
"905","Utility5","H5",2025-04-28,18,"No Detection","No recent detection"
"906","Utility5","PanRSV",2025-04-28,18,"No Detection","Detection"
"907","Utility5","sars-cov-2",2025-04-28,18,"Detection","Persistent detection"
"908","Utility1","FLUAV",2025-04-24,19,"No Detection","Detection"
"909","Utility1","FLUBV",2025-04-24,19,"No Detection","No recent detection"
"910","Utility1","H1",2025-04-24,19,"No Detection","Detection"
"911","Utility1","H3",2025-04-24,19,"No Detection","No recent detection"
"912","Utility1","H5",2025-04-24,19,"No Detection","No recent detection"
"913","Utility1","PanRSV",2025-04-24,19,"No Detection","Detection"
"914","Utility1","sars-cov-2",2025-04-24,19,"No Detection","Persistent detection"
"915","Utility2","FLUAV",2025-04-24,19,"No Detection","No recent detection"
"916","Utility2","FLUBV",2025-04-24,19,"Detection","Detection"
"917","Utility2","H1",2025-04-24,19,"No Detection","No recent detection"
"918","Utility2","H3",2025-04-24,19,"No Detection","No recent detection"
"919","Utility2","H5",2025-04-24,19,"No Detection","No recent detection"
"920","Utility2","PanRSV",2025-04-24,19,"No Detection","Detection"
"921","Utility2","sars-cov-2",2025-04-24,19,"Detection","Persistent detection"
"922","Utility3","FLUAV",2025-04-24,19,"No Detection","No recent detection"
"923","Utility3","FLUBV",2025-04-24,19,"No Detection","Detection"
"924","Utility3","PanRSV",2025-04-24,19,"No Detection","No recent detection"
"925","Utility3","sars-cov-2",2025-04-24,19,"No Detection","Detection"
"926","Utility5","FLUAV",2025-04-24,19,"No Detection","No recent detection"
"927","Utility5","FLUBV",2025-04-24,19,"No Detection","No recent detection"
"928","Utility5","H1",2025-04-24,19,"No Detection","No recent detection"
"929","Utility5","H3",2025-04-24,19,"No Detection","No recent detection"
"930","Utility5","H5",2025-04-24,19,"No Detection","No recent detection"
"931","Utility5","PanRSV",2025-04-24,19,"No Detection","Detection"
"932","Utility5","sars-cov-2",2025-04-24,19,"No Detection","Persistent detection"
"933","Utility4","FLUAV",2025-04-23,19,"No Detection","No recent detection"
"934","Utility4","FLUBV",2025-04-23,19,"No Detection","No recent detection"
"935","Utility4","H1",2025-04-23,19,"No Detection","No recent detection"
"936","Utility4","H3",2025-04-23,19,"No Detection","No recent detection"
"937","Utility4","H5",2025-04-23,19,"No Detection","No recent detection"
"938","Utility4","PanRSV",2025-04-23,19,"No Detection","Detection"
"939","Utility4","sars-cov-2",2025-04-23,19,"Detection","Detection"
"940","Utility1","FLUAV",2025-04-21,19,"No Detection","Detection"
"941","Utility1","FLUBV",2025-04-21,19,"No Detection","No recent detection"
"942","Utility1","H1",2025-04-21,19,"No Detection","Detection"
"943","Utility1","H3",2025-04-21,19,"No Detection","No recent detection"
"944","Utility1","H5",2025-04-21,19,"No Detection","No recent detection"
"945","Utility1","PanRSV",2025-04-21,19,"Detection","Detection"
"946","Utility1","sars-cov-2",2025-04-21,19,"Detection","Persistent detection"
"947","Utility2","FLUAV",2025-04-21,19,"No Detection","No recent detection"
"948","Utility2","FLUBV",2025-04-21,19,"Detection","Detection"
"949","Utility2","H1",2025-04-21,19,"No Detection","No recent detection"
"950","Utility2","H3",2025-04-21,19,"No Detection","No recent detection"
"951","Utility2","H5",2025-04-21,19,"No Detection","No recent detection"
"952","Utility2","PanRSV",2025-04-21,19,"Detection","Detection"
"953","Utility2","sars-cov-2",2025-04-21,19,"Detection","Persistent detection"
"954","Utility3","FLUAV",2025-04-21,19,"No Detection","No recent detection"
"955","Utility3","FLUBV",2025-04-21,19,"No Detection","Detection"
"956","Utility3","H1",2025-04-21,19,"No Detection","No recent detection"
"957","Utility3","H3",2025-04-21,19,"No Detection","No recent detection"
"958","Utility3","H5",2025-04-21,19,"No Detection","No recent detection"
"959","Utility3","PanRSV",2025-04-21,19,"No Detection","No recent detection"
"960","Utility3","sars-cov-2",2025-04-21,19,"Detection","Detection"
"961","Utility4","FLUAV",2025-04-21,19,"No Detection","No recent detection"
"962","Utility4","FLUBV",2025-04-21,19,"No Detection","No recent detection"
"963","Utility4","H1",2025-04-21,19,"No Detection","No recent detection"
"964","Utility4","H3",2025-04-21,19,"No Detection","No recent detection"
"965","Utility4","H5",2025-04-21,19,"No Detection","No recent detection"
"966","Utility4","PanRSV",2025-04-21,19,"No Detection","Detection"
"967","Utility4","sars-cov-2",2025-04-21,19,"No Detection","Detection"
"968","Utility5","FLUAV",2025-04-21,19,"No Detection","No recent detection"
"969","Utility5","FLUBV",2025-04-21,19,"No Detection","No recent detection"
"970","Utility5","H1",2025-04-21,19,"No Detection","No recent detection"
"971","Utility5","H3",2025-04-21,19,"No Detection","No recent detection"
"972","Utility5","H5",2025-04-21,19,"No Detection","No recent detection"
"973","Utility5","PanRSV",2025-04-21,19,"No Detection","Detection"
"974","Utility5","sars-cov-2",2025-04-21,19,"Detection","Persistent detection"
"975","Utility1","FLUAV",2025-04-17,20,"No Detection","Detection"
"976","Utility1","FLUBV",2025-04-17,20,"No Detection","No recent detection"
"977","Utility1","H1",2025-04-17,20,"No Detection","Detection"
"978","Utility1","H3",2025-04-17,20,"No Detection","No recent detection"
"979","Utility1","H5",2025-04-17,20,"No Detection","No recent detection"
"980","Utility1","PanRSV",2025-04-17,20,"No Detection","Detection"
"981","Utility1","sars-cov-2",2025-04-17,20,"Detection","Persistent detection"
"982","Utility2","FLUAV",2025-04-17,20,"No Detection","No recent detection"
"983","Utility2","FLUBV",2025-04-17,20,"Detection","Detection"
"984","Utility2","H1",2025-04-17,20,"No Detection","No recent detection"
"985","Utility2","H3",2025-04-17,20,"No Detection","No recent detection"
"986","Utility2","H5",2025-04-17,20,"No Detection","No recent detection"
"987","Utility2","PanRSV",2025-04-17,20,"No Detection","No recent detection"
"988","Utility2","sars-cov-2",2025-04-17,20,"Detection","Persistent detection"
"989","Utility3","FLUAV",2025-04-17,20,"No Detection","No recent detection"
"990","Utility3","FLUBV",2025-04-17,20,"No Detection","Detection"
"991","Utility3","H1",2025-04-17,20,"No Detection","No recent detection"
"992","Utility3","H3",2025-04-17,20,"No Detection","No recent detection"
"993","Utility3","H5",2025-04-17,20,"No Detection","No recent detection"
"994","Utility3","PanRSV",2025-04-17,20,"No Detection","No recent detection"
"995","Utility3","sars-cov-2",2025-04-17,20,"No Detection","Detection"
"996","Utility5","FLUAV",2025-04-17,20,"No Detection","No recent detection"
"997","Utility5","FLUBV",2025-04-17,20,"No Detection","No recent detection"
"998","Utility5","H1",2025-04-17,20,"No Detection","No recent detection"
"999","Utility5","H3",2025-04-17,20,"No Detection","No recent detection"
"1000","Utility5","H5",2025-04-17,20,"No Detection","No recent detection"
"1001","Utility5","PanRSV",2025-04-17,20,"Detection","Detection"
"1002","Utility5","sars-cov-2",2025-04-17,20,"Detection","Persistent detection"
"1003","Utility4","FLUAV",2025-04-16,20,"No Detection","No recent detection"
"1004","Utility4","FLUBV",2025-04-16,20,"No Detection","No recent detection"
"1005","Utility4","H1",2025-04-16,20,"No Detection","No recent detection"
"1006","Utility4","H3",2025-04-16,20,"No Detection","No recent detection"
"1007","Utility4","H5",2025-04-16,20,"No Detection","No recent detection"
"1008","Utility4","PanRSV",2025-04-16,20,"No Detection","Detection"
"1009","Utility4","sars-cov-2",2025-04-16,20,"Detection","Persistent detection"
"1010","Utility1","FLUAV",2025-04-14,20,"Detection","Detection"
"1011","Utility1","FLUBV",2025-04-14,20,"No Detection","No recent detection"
"1012","Utility1","H1",2025-04-14,20,"Detection","Detection"
"1013","Utility1","H3",2025-04-14,20,"No Detection","No recent detection"
"1014","Utility1","H5",2025-04-14,20,"No Detection","No recent detection"
"1015","Utility1","PanRSV",2025-04-14,20,"No Detection","Detection"
"1016","Utility1","sars-cov-2",2025-04-14,20,"Detection","Persistent detection"
"1017","Utility2","FLUAV",2025-04-14,20,"No Detection","No recent detection"
"1018","Utility2","FLUBV",2025-04-14,20,"No Detection","Detection"
"1019","Utility2","H1",2025-04-14,20,"No Detection","No recent detection"
"1020","Utility2","H3",2025-04-14,20,"No Detection","No recent detection"
"1021","Utility2","H5",2025-04-14,20,"No Detection","No recent detection"
"1022","Utility2","PanRSV",2025-04-14,20,"No Detection","No recent detection"
"1023","Utility2","sars-cov-2",2025-04-14,20,"Detection","Persistent detection"
"1024","Utility3","FLUAV",2025-04-14,20,"No Detection","No recent detection"
"1025","Utility3","FLUBV",2025-04-14,20,"Detection","Detection"
"1026","Utility3","H1",2025-04-14,20,"No Detection","No recent detection"
"1027","Utility3","H3",2025-04-14,20,"No Detection","No recent detection"
"1028","Utility3","H5",2025-04-14,20,"No Detection","No recent detection"
"1029","Utility3","PanRSV",2025-04-14,20,"No Detection","No recent detection"
"1030","Utility3","sars-cov-2",2025-04-14,20,"No Detection","Detection"
"1031","Utility4","FLUAV",2025-04-14,20,"No Detection","No recent detection"
"1032","Utility4","FLUBV",2025-04-14,20,"No Detection","No recent detection"
"1033","Utility4","H1",2025-04-14,20,"No Detection","No recent detection"
"1034","Utility4","H3",2025-04-14,20,"No Detection","No recent detection"
"1035","Utility4","H5",2025-04-14,20,"No Detection","No recent detection"
"1036","Utility4","PanRSV",2025-04-14,20,"Detection","Detection"
"1037","Utility4","sars-cov-2",2025-04-14,20,"Detection","Persistent detection"
"1038","Utility5","FLUAV",2025-04-14,20,"No Detection","No recent detection"
"1039","Utility5","FLUBV",2025-04-14,20,"No Detection","No recent detection"
"1040","Utility5","H1",2025-04-14,20,"No Detection","No recent detection"
"1041","Utility5","H3",2025-04-14,20,"No Detection","No recent detection"
"1042","Utility5","H5",2025-04-14,20,"No Detection","No recent detection"
"1043","Utility5","PanRSV",2025-04-14,20,"No Detection","Detection"
"1044","Utility5","sars-cov-2",2025-04-14,20,"Detection","Persistent detection"
"1045","Utility1","FLUAV",2025-04-10,21,"No Detection","Detection"
"1046","Utility1","FLUBV",2025-04-10,21,"No Detection","No recent detection"
"1047","Utility1","H3",2025-04-10,21,"No Detection","No recent detection"
"1048","Utility1","H5",2025-04-10,21,"No Detection","No recent detection"
"1049","Utility1","PanRSV",2025-04-10,21,"Detection","Persistent detection"
"1050","Utility1","sars-cov-2",2025-04-10,21,"Detection","Persistent detection"
"1051","Utility2","FLUAV",2025-04-10,21,"No Detection","Detection"
"1052","Utility2","FLUBV",2025-04-10,21,"No Detection","Detection"
"1053","Utility2","H1",2025-04-10,21,"No Detection","No recent detection"
"1054","Utility2","H3",2025-04-10,21,"No Detection","No recent detection"
"1055","Utility2","H5",2025-04-10,21,"No Detection","No recent detection"
"1056","Utility2","PanRSV",2025-04-10,21,"No Detection","Detection"
"1057","Utility2","sars-cov-2",2025-04-10,21,"Detection","Persistent detection"
"1058","Utility3","FLUAV",2025-04-10,21,"No Detection","No recent detection"
"1059","Utility3","FLUBV",2025-04-10,21,"No Detection","No recent detection"
"1060","Utility3","H1",2025-04-10,21,"No Detection","No recent detection"
"1061","Utility3","H3",2025-04-10,21,"No Detection","No recent detection"
"1062","Utility3","H5",2025-04-10,21,"No Detection","No recent detection"
"1063","Utility3","PanRSV",2025-04-10,21,"No Detection","Detection"
"1064","Utility3","sars-cov-2",2025-04-10,21,"Detection","Persistent detection"
"1065","Utility4","FLUAV",2025-04-09,21,"No Detection","No recent detection"
"1066","Utility4","FLUBV",2025-04-09,21,"No Detection","No recent detection"
"1067","Utility4","H1",2025-04-09,21,"No Detection","No recent detection"
"1068","Utility4","H3",2025-04-09,21,"No Detection","No recent detection"
"1069","Utility4","H5",2025-04-09,21,"No Detection","No recent detection"
