"","utility","pcr_target","measure_date","week","ND_flag","detection_status"
"627","Utility1","sars-cov-2",2025-04-07,11,"Detection","Persistent detection"
"628","Utility2","FLUAV",2025-04-07,11,"No Detection","Detection"
"629","Utility2","FLUBV",2025-04-07,11,"Detection","Detection"
"630","Utility2","H1",2025-04-07,11,"No Detection","No recent detection"
"631","Utility2","H3",2025-04-07,11,"No Detection","No recent detection"
"632","Utility2","H5",2025-04-07,11,"No Detection","No recent detection"
"633","Utility2","PanRSV",2025-04-07,11,"No Detection","Detection"
"634","Utility2","sars-cov-2",2025-04-07,11,"Detection","Persistent detection"
"635","Utility3","FLUAV",2025-04-07,11,"No Detection","No recent detection"
"636","Utility3","FLUBV",2025-04-07,11,"No Detection","No recent detection"
"637","Utility3","H1",2025-04-07,11,"No Detection","No recent detection"
"638","Utility3","H3",2025-04-07,11,"No Detection","No recent detection"
"639","Utility3","H5",2025-04-07,11,"No Detection","No recent detection"
"640","Utility3","PanRSV",2025-04-07,11,"No Detection","Detection"
"641","Utility3","sars-cov-2",2025-04-07,11,"Detection","Persistent detection"
"642","Utility4","FLUAV",2025-04-07,11,"No Detection","No recent detection"
"643","Utility4","FLUBV",2025-04-07,11,"No Detection","No recent detection"
"644","Utility4","H1",2025-04-07,11,"No Detection","No recent detection"
"645","Utility4","H3",2025-04-07,11,"No Detection","No recent detection"
"646","Utility4","H5",2025-04-07,11,"No Detection","No recent detection"
"647","Utility4","PanRSV",2025-04-07,11,"No Detection","Detection"
"648","Utility4","sars-cov-2",2025-04-07,11,"Detection","Persistent detection"
"649","Utility5","FLUAV",2025-04-07,11,"No Detection","No recent detection"
"650","Utility5","FLUBV",2025-04-07,11,"No Detection","Detection"
"651","Utility5","H1",2025-04-07,11,"No Detection","No recent detection"
"652","Utility5","H3",2025-04-07,11,"No Detection","No recent detection"
"653","Utility5","H5",2025-04-07,11,"No Detection","No recent detection"
"654","Utility5","PanRSV",2025-04-07,11,"No Detection","No recent detection"
"655","Utility5","sars-cov-2",2025-04-07,11,"Detection","Persistent detection"
"656","Utility1","FLUAV",2025-04-03,12,"No Detection","Detection"
"657","Utility1","FLUBV",2025-04-03,12,"No Detection","Detection"
"658","Utility1","H1",2025-04-03,12,"No Detection","No recent detection"
"659","Utility1","H3",2025-04-03,12,"No Detection","No recent detection"
"660","Utility1","H5",2025-04-03,12,"No Detection","No recent detection"
"661","Utility1","PanRSV",2025-04-03,12,"Detection","Persistent detection"
"662","Utility1","sars-cov-2",2025-04-03,12,"Detection","Persistent detection"
"663","Utility2","FLUAV",2025-04-03,12,"Detection","Detection"
"664","Utility2","FLUBV",2025-04-03,12,"No Detection","Detection"
"665","Utility2","H1",2025-04-03,12,"No Detection","No recent detection"
"666","Utility2","H3",2025-04-03,12,"No Detection","No recent detection"
"667","Utility2","H5",2025-04-03,12,"No Detection","No recent detection"
"668","Utility2","PanRSV",2025-04-03,12,"Detection","Detection"
"669","Utility2","sars-cov-2",2025-04-03,12,"Detection","Persistent detection"
"670","Utility3","FLUAV",2025-04-03,12,"No Detection","No recent detection"
"671","Utility3","FLUBV",2025-04-03,12,"No Detection","No recent detection"
"672","Utility3","H1",2025-04-03,12,"No Detection","No recent detection"
"673","Utility3","H3",2025-04-03,12,"No Detection","No recent detection"
"674","Utility3","H5",2025-04-03,12,"No Detection","No recent detection"
"675","Utility3","PanRSV",2025-04-03,12,"No Detection","Detection"
"676","Utility3","sars-cov-2",2025-04-03,12,"Detection","Detection"
"677","Utility5","FLUAV",2025-04-03,12,"No Detection","No recent detection"
"678","Utility5","FLUBV",2025-04-03,12,"Detection","Detection"
"679","Utility5","H1",2025-04-03,12,"No Detection","No recent detection"
"680","Utility5","H3",2025-04-03,12,"No Detection","No recent detection"
"681","Utility5","H5",2025-04-03,12,"No Detection","No recent detection"
"682","Utility5","PanRSV",2025-04-03,12,"No Detection","Detection"
"683","Utility5","sars-cov-2",2025-04-03,12,"Detection","Persistent detection"
"684","Utility4","FLUAV",2025-04-02,12,"No Detection","Detection"
"685","Utility4","FLUBV",2025-04-02,12,"No Detection","No recent detection"
"686","Utility4","H1",2025-04-02,12,"No Detection","No recent detection"
"687","Utility4","H3",2025-04-02,12,"No Detection","No recent detection"
"688","Utility4","H5",2025-04-02,12,"No Detection","No recent detection"
"689","Utility4","PanRSV",2025-04-02,12,"No Detection","Detection"
"690","Utility4","sars-cov-2",2025-04-02,12,"Detection","Persistent detection"
"691","Utility1","FLUAV",2025-03-31,12,"No Detection","Detection"
"692","Utility1","FLUBV",2025-03-31,12,"No Detection","Detection"
"693","Utility1","H1",2025-03-31,12,"No Detection","No recent detection"
"694","Utility1","H3",2025-03-31,12,"No Detection","No recent detection"
"695","Utility1","H5",2025-03-31,12,"No Detection","No recent detection"
"696","Utility1","PanRSV",2025-03-31,12,"Detection","Persistent detection"
"697","Utility1","sars-cov-2",2025-03-31,12,"Detection","Persistent detection"
"698","Utility2","FLUAV",2025-03-31,12,"No Detection","Detection"
"699","Utility2","FLUBV",2025-03-31,12,"Detection","Detection"
"700","Utility2","H1",2025-03-31,12,"No Detection","No recent detection"
"701","Utility2","H3",2025-03-31,12,"No Detection","No recent detection"
"702","Utility2","H5",2025-03-31,12,"No Detection","No recent detection"
"703","Utility2","PanRSV",2025-03-31,12,"Detection","Detection"
"704","Utility2","sars-cov-2",2025-03-31,12,"Detection","Persistent detection"
"705","Utility3","FLUAV",2025-03-31,12,"No Detection","No recent detection"
"706","Utility3","FLUBV",2025-03-31,12,"No Detection","No recent detection"
"707","Utility3","H1",2025-03-31,12,"No Detection","No recent detection"
"708","Utility3","H3",2025-03-31,12,"No Detection","No recent detection"
"709","Utility3","H5",2025-03-31,12,"No Detection","No recent detection"
"710","Utility3","PanRSV",2025-03-31,12,"Detection","Detection"
"711","Utility3","sars-cov-2",2025-03-31,12,"Detection","Detection"
"712","Utility4","FLUAV",2025-03-31,12,"No Detection","Detection"
"713","Utility4","FLUBV",2025-03-31,12,"No Detection","No recent detection"
"714","Utility4","H1",2025-03-31,12,"No Detection","No recent detection"
"715","Utility4","H3",2025-03-31,12,"No Detection","No recent detection"
"716","Utility4","H5",2025-03-31,12,"No Detection","No recent detection"
"717","Utility4","PanRSV",2025-03-31,12,"No Detection","Detection"
"718","Utility4","sars-cov-2",2025-03-31,12,"No Detection","Persistent detection"
"719","Utility5","FLUAV",2025-03-31,12,"No Detection","No recent detection"
"720","Utility5","FLUBV",2025-03-31,12,"No Detection","Detection"
"721","Utility5","H1",2025-03-31,12,"No Detection","No recent detection"
"722","Utility5","H3",2025-03-31,12,"No Detection","No recent detection"
"723","Utility5","H5",2025-03-31,12,"No Detection","No recent detection"
"724","Utility5","PanRSV",2025-03-31,12,"No Detection","Detection"
"725","Utility5","sars-cov-2",2025-03-31,12,"Detection","Persistent detection"
"726","Utility1","FLUAV",2025-03-27,13,"Detection","Detection"
"727","Utility1","FLUBV",2025-03-27,13,"Detection","Persistent detection"
"728","Utility1","H1",2025-03-27,13,"No Detection","Detection"
"729","Utility1","H3",2025-03-27,13,"No Detection","No recent detection"
"730","Utility1","H5",2025-03-27,13,"No Detection","No recent detection"
"731","Utility1","PanRSV",2025-03-27,13,"Detection","Persistent detection"
"732","Utility1","sars-cov-2",2025-03-27,13,"Detection","Persistent detection"
"733","Utility2","FLUAV",2025-03-27,13,"Detection","Detection"
"734","Utility2","FLUBV",2025-03-27,13,"Detection","Detection"
"735","Utility2","H1",2025-03-27,13,"No Detection","No recent detection"
"736","Utility2","H3",2025-03-27,13,"No Detection","No recent detection"
"737","Utility2","H5",2025-03-27,13,"No Detection","No recent detection"
"738","Utility2","PanRSV",2025-03-27,13,"Detection","Detection"
"739","Utility2","sars-cov-2",2025-03-27,13,"Detection","Persistent detection"
"740","Utility3","FLUAV",2025-03-27,13,"No Detection","Detection"
"741","Utility3","FLUBV",2025-03-27,13,"No Detection","No recent detection"
"742","Utility3","H1",2025-03-27,13,"No Detection","Detection"
"743","Utility3","H3",2025-03-27,13,"No Detection","No recent detection"
"744","Utility3","H5",2025-03-27,13,"No Detection","No recent detection"
"745","Utility3","PanRSV",2025-03-27,13,"No Detection","Detection"
"746","Utility3","sars-cov-2",2025-03-27,13,"No Detection","Detection"
"747","Utility5","FLUAV",2025-03-27,13,"No Detection","No recent detection"
"748","Utility5","FLUBV",2025-03-27,13,"Detection","Detection"
"749","Utility5","H1",2025-03-27,13,"No Detection","No recent detection"
"750","Utility5","H3",2025-03-27,13,"No Detection","No recent detection"
"751","Utility5","H5",2025-03-27,13,"No Detection","No recent detection"
"752","Utility5","PanRSV",2025-03-27,13,"Detection","Persistent detection"
"753","Utility5","sars-cov-2",2025-03-27,13,"Detection","Persistent detection"
"754","Utility4","FLUAV",2025-03-26,13,"No Detection","Detection"
"755","Utility4","FLUBV",2025-03-26,13,"No Detection","No recent detection"
"756","Utility4","H3",2025-03-26,13,"No Detection","No recent detection"
"757","Utility4","H5",2025-03-26,13,"No Detection","No recent detection"
"758","Utility4","PanRSV",2025-03-26,13,"No Detection","Detection"
"759","Utility4","sars-cov-2",2025-03-26,13,"Detection","Persistent detection"
"760","Utility1","FLUAV",2025-03-24,13,"Detection","Detection"
"761","Utility1","FLUBV",2025-03-24,13,"Detection","Persistent detection"
"762","Utility1","H1",2025-03-24,13,"No Detection","Detection"
"763","Utility1","H3",2025-03-24,13,"No Detection","No recent detection"
"764","Utility1","H5",2025-03-24,13,"No Detection","No recent detection"
"765","Utility1","PanRSV",2025-03-24,13,"Detection","Persistent detection"
"766","Utility1","sars-cov-2",2025-03-24,13,"Detection","Persistent detection"
"767","Utility2","FLUAV",2025-03-24,13,"Detection","Detection"
"768","Utility2","FLUBV",2025-03-24,13,"Detection","Detection"
"769","Utility2","H1",2025-03-24,13,"No Detection","No recent detection"
"770","Utility2","H3",2025-03-24,13,"No Detection","No recent detection"
"771","Utility2","H5",2025-03-24,13,"No Detection","No recent detection"
"772","Utility2","PanRSV",2025-03-24,13,"Detection","Detection"
"773","Utility2","sars-cov-2",2025-03-24,13,"Detection","Persistent detection"
"774","Utility3","FLUAV",2025-03-24,13,"No Detection","Detection"
"775","Utility3","FLUBV",2025-03-24,13,"No Detection","No recent detection"
"776","Utility3","H1",2025-03-24,13,"No Detection","Detection"
"777","Utility3","H3",2025-03-24,13,"No Detection","No recent detection"
"778","Utility3","H5",2025-03-24,13,"No Detection","No recent detection"
"779","Utility3","PanRSV",2025-03-24,13,"No Detection","Detection"
"780","Utility3","sars-cov-2",2025-03-24,13,"Detection","Detection"
"781","Utility4","FLUAV",2025-03-24,13,"Detection","Detection"
"782","Utility4","FLUBV",2025-03-24,13,"No Detection","No recent detection"
"783","Utility4","H1",2025-03-24,13,"No Detection","No recent detection"
"784","Utility4","H3",2025-03-24,13,"No Detection","No recent detection"
"785","Utility4","H5",2025-03-24,13,"No Detection","No recent detection"
"786","Utility4","PanRSV",2025-03-24,13,"Detection","Detection"
"787","Utility4","sars-cov-2",2025-03-24,13,"Detection","Persistent detection"
"788","Utility5","FLUAV",2025-03-24,13,"No Detection","No recent detection"
"789","Utility5","FLUBV",2025-03-24,13,"Detection","Detection"
"790","Utility5","H1",2025-03-24,13,"No Detection","No recent detection"
"791","Utility5","H3",2025-03-24,13,"No Detection","No recent detection"
"792","Utility5","H5",2025-03-24,13,"No Detection","No recent detection"
"793","Utility5","PanRSV",2025-03-24,13,"Detection","Persistent detection"
"794","Utility5","sars-cov-2",2025-03-24,13,"Detection","Persistent detection"
"795","Utility1","FLUAV",2025-03-20,14,"Detection","Detection"
"796","Utility1","FLUBV",2025-03-20,14,"No Detection","Persistent detection"
"797","Utility1","H1",2025-03-20,14,"Detection","Detection"
"798","Utility1","H3",2025-03-20,14,"No Detection","No recent detection"
"799","Utility1","H5",2025-03-20,14,"No Detection","No recent detection"
"800","Utility1","PanRSV",2025-03-20,14,"Detection","Persistent detection"
"801","Utility1","sars-cov-2",2025-03-20,14,"Detection","Persistent detection"
"802","Utility2","FLUAV",2025-03-20,14,"No Detection","Detection"
"803","Utility2","FLUBV",2025-03-20,14,"No Detection","Detection"
"804","Utility2","H1",2025-03-20,14,"No Detection","Detection"
"805","Utility2","H3",2025-03-20,14,"No Detection","Detection"
"806","Utility2","H5",2025-03-20,14,"No Detection","No recent detection"
"807","Utility2","PanRSV",2025-03-20,14,"No Detection","Detection"
"808","Utility2","sars-cov-2",2025-03-20,14,"Detection","Persistent detection"
"809","Utility3","FLUAV",2025-03-20,14,"Detection","Persistent detection"
"810","Utility3","FLUBV",2025-03-20,14,"No Detection","No recent detection"
"811","Utility3","H1",2025-03-20,14,"No Detection","Detection"
"812","Utility3","H3",2025-03-20,14,"No Detection","No recent detection"
"813","Utility3","H5",2025-03-20,14,"No Detection","No recent detection"
"814","Utility3","PanRSV",2025-03-20,14,"Detection","Detection"
"815","Utility3","sars-cov-2",2025-03-20,14,"Detection","Persistent detection"
"816","Utility5","FLUAV",2025-03-20,14,"No Detection","Detection"
"817","Utility5","FLUBV",2025-03-20,14,"No Detection","No recent detection"
"818","Utility5","H1",2025-03-20,14,"No Detection","Detection"
"819","Utility5","H3",2025-03-20,14,"No Detection","Detection"
"820","Utility5","H5",2025-03-20,14,"No Detection","No recent detection"
"821","Utility5","PanRSV",2025-03-20,14,"Detection","Persistent detection"
"822","Utility5","sars-cov-2",2025-03-20,14,"Detection","Detection"
"823","Utility4","FLUAV",2025-03-19,14,"Detection","Detection"
"824","Utility4","FLUBV",2025-03-19,14,"No Detection","No recent detection"
"825","Utility4","H1",2025-03-19,14,"No Detection","No recent detection"
"826","Utility4","H3",2025-03-19,14,"No Detection","Detection"
"827","Utility4","H5",2025-03-19,14,"No Detection","No recent detection"
"828","Utility4","PanRSV",2025-03-19,14,"Detection","Persistent detection"
"829","Utility4","sars-cov-2",2025-03-19,14,"Detection","Persistent detection"
"830","Utility1","FLUAV",2025-03-17,14,"No Detection","Detection"
"831","Utility1","FLUBV",2025-03-17,14,"Detection","Persistent detection"
"832","Utility1","H1",2025-03-17,14,"No Detection","Detection"
"833","Utility1","H3",2025-03-17,14,"No Detection","No recent detection"
"834","Utility1","H5",2025-03-17,14,"No Detection","No recent detection"
"835","Utility1","PanRSV",2025-03-17,14,"Detection","Persistent detection"
"836","Utility1","sars-cov-2",2025-03-17,14,"Detection","Persistent detection"
"837","Utility2","FLUAV",2025-03-17,14,"No Detection","Detection"
"838","Utility2","FLUBV",2025-03-17,14,"No Detection","Detection"
"839","Utility2","H1",2025-03-17,14,"No Detection","Detection"
"840","Utility2","H3",2025-03-17,14,"No Detection","Detection"
"841","Utility2","H5",2025-03-17,14,"No Detection","No recent detection"
"842","Utility2","PanRSV",2025-03-17,14,"No Detection","Detection"
"843","Utility2","sars-cov-2",2025-03-17,14,"Detection","Persistent detection"
"844","Utility3","FLUAV",2025-03-17,14,"Detection","Persistent detection"
"845","Utility3","FLUBV",2025-03-17,14,"No Detection","No recent detection"
"846","Utility3","H1",2025-03-17,14,"Detection","Detection"
"847","Utility3","H3",2025-03-17,14,"No Detection","No recent detection"
"848","Utility3","H5",2025-03-17,14,"No Detection","No recent detection"
"849","Utility3","PanRSV",2025-03-17,14,"No Detection","Detection"
"850","Utility3","sars-cov-2",2025-03-17,14,"Detection","Persistent detection"
"851","Utility4","FLUAV",2025-03-17,14,"No Detection","Detection"
"852","Utility4","FLUBV",2025-03-17,14,"No Detection","No recent detection"
"853","Utility4","H1",2025-03-17,14,"No Detection","No recent detection"
"854","Utility4","H3",2025-03-17,14,"No Detection","Detection"
"855","Utility4","H5",2025-03-17,14,"No Detection","No recent detection"
"856","Utility4","PanRSV",2025-03-17,14,"Detection","Persistent detection"
"857","Utility4","sars-cov-2",2025-03-17,14,"Detection","Persistent detection"
"858","Utility5","FLUAV",2025-03-17,14,"No Detection","Detection"
"859","Utility5","FLUBV",2025-03-17,14,"No Detection","No recent detection"
"860","Utility5","H1",2025-03-17,14,"No Detection","Detection"
"861","Utility5","H3",2025-03-17,14,"No Detection","Detection"
"862","Utility5","H5",2025-03-17,14,"No Detection","No recent detection"
"863","Utility5","PanRSV",2025-03-17,14,"Detection","Persistent detection"
"864","Utility5","sars-cov-2",2025-03-17,14,"Detection","Detection"
"865","Utility1","FLUAV",2025-03-13,15,"No Detection","Persistent detection"
"866","Utility1","FLUBV",2025-03-13,15,"Detection","Persistent detection"
"867","Utility1","H1",2025-03-13,15,"No Detection","No recent detection"
"868","Utility1","H3",2025-03-13,15,"No Detection","Detection"
"869","Utility1","H5",2025-03-13,15,"No Detection","No recent detection"
"870","Utility1","PanRSV",2025-03-13,15,"Detection","Persistent detection"
"871","Utility1","sars-cov-2",2025-03-13,15,"Detection","Persistent detection"
"872","Utility2","FLUAV",2025-03-13,15,"Detection","Persistent detection"
"873","Utility2","FLUBV",2025-03-13,15,"Detection","Persistent detection"
"874","Utility2","H1",2025-03-13,15,"Detection","Detection"
"875","Utility2","H3",2025-03-13,15,"No Detection","Detection"
"876","Utility2","H5",2025-03-13,15,"No Detection","No recent detection"
"877","Utility2","PanRSV",2025-03-13,15,"Detection","Persistent detection"
"878","Utility2","sars-cov-2",2025-03-13,15,"Detection","Persistent detection"
"879","Utility3","FLUAV",2025-03-13,15,"No Detection","Detection"
"880","Utility3","FLUBV",2025-03-13,15,"No Detection","No recent detection"
"881","Utility3","H1",2025-03-13,15,"No Detection","No recent detection"
"882","Utility3","H3",2025-03-13,15,"No Detection","No recent detection"
"883","Utility3","H5",2025-03-13,15,"No Detection","No recent detection"
"884","Utility3","PanRSV",2025-03-13,15,"No Detection","Detection"
"885","Utility3","sars-cov-2",2025-03-13,15,"No Detection","Detection"
"886","Utility5","FLUAV",2025-03-13,15,"Detection","Detection"
"887","Utility5","FLUBV",2025-03-13,15,"No Detection","Detection"
"888","Utility5","H1",2025-03-13,15,"Detection","Detection"
"889","Utility5","H3",2025-03-13,15,"Detection","Detection"
"890","Utility5","H5",2025-03-13,15,"No Detection","No recent detection"
"891","Utility5","PanRSV",2025-03-13,15,"Detection","Persistent detection"
"892","Utility5","sars-cov-2",2025-03-13,15,"Detection","Detection"
"893","Utility4","FLUAV",2025-03-12,15,"Detection","Detection"
"894","Utility4","FLUBV",2025-03-12,15,"No Detection","No recent detection"
"895","Utility4","H1",2025-03-12,15,"No Detection","No recent detection"
"896","Utility4","H3",2025-03-12,15,"Detection","Detection"
"897","Utility4","H5",2025-03-12,15,"No Detection","No recent detection"
"898","Utility4","PanRSV",2025-03-12,15,"Detection","Persistent detection"
"899","Utility4","sars-cov-2",2025-03-12,15,"Detection","Persistent detection"
"900","Utility1","FLUAV",2025-03-10,15,"Detection","Persistent detection"
"901","Utility1","FLUBV",2025-03-10,15,"Detection","Persistent detection"
"902","Utility1","H1",2025-03-10,15,"No Detection","No recent detection"
"903","Utility1","H3",2025-03-10,15,"No Detection","Detection"
"904","Utility1","H5",2025-03-10,15,"No Detection","No recent detection"
"905","Utility1","PanRSV",2025-03-10,15,"Detection","Persistent detection"
"906","Utility1","sars-cov-2",2025-03-10,15,"Detection","Persistent detection"
"907","Utility2","FLUAV",2025-03-10,15,"Detection","Persistent detection"
"908","Utility2","FLUBV",2025-03-10,15,"Detection","Persistent detection"
"909","Utility2","H1",2025-03-10,15,"No Detection","Detection"
"910","Utility2","H3",2025-03-10,15,"Detection","Detection"
"911","Utility2","H5",2025-03-10,15,"No Detection","No recent detection"
"912","Utility2","PanRSV",2025-03-10,15,"Detection","Persistent detection"
"913","Utility2","sars-cov-2",2025-03-10,15,"No Detection","Persistent detection"
"914","Utility4","FLUAV",2025-03-10,15,"No Detection","Detection"
"915","Utility4","FLUBV",2025-03-10,15,"No Detection","No recent detection"
"916","Utility4","H1",2025-03-10,15,"No Detection","No recent detection"
"917","Utility4","H3",2025-03-10,15,"No Detection","Detection"
"918","Utility4","H5",2025-03-10,15,"No Detection","No recent detection"
"919","Utility4","PanRSV",2025-03-10,15,"No Detection","Persistent detection"
"920","Utility4","sars-cov-2",2025-03-10,15,"Detection","Persistent detection"
"921","Utility5","FLUAV",2025-03-10,15,"No Detection","Detection"
"922","Utility5","FLUBV",2025-03-10,15,"No Detection","Detection"
"923","Utility5","H1",2025-03-10,15,"No Detection","Detection"
"924","Utility5","H3",2025-03-10,15,"No Detection","Detection"
"925","Utility5","H5",2025-03-10,15,"No Detection","No recent detection"
"926","Utility5","PanRSV",2025-03-10,15,"Detection","Persistent detection"
"927","Utility5","sars-cov-2",2025-03-10,15,"No Detection","Detection"
"928","Utility1","FLUAV",2025-03-06,16,"Detection","Persistent detection"
"929","Utility1","FLUBV",2025-03-06,16,"Detection","Persistent detection"
"930","Utility1","H1",2025-03-06,16,"No Detection","Detection"
"931","Utility1","H3",2025-03-06,16,"Detection","Detection"
"932","Utility1","H5",2025-03-06,16,"No Detection","No recent detection"
"933","Utility1","PanRSV",2025-03-06,16,"Detection","Persistent detection"
"934","Utility1","sars-cov-2",2025-03-06,16,"Detection","Persistent detection"
"935","Utility2","FLUAV",2025-03-06,16,"Detection","Persistent detection"
"936","Utility2","FLUBV",2025-03-06,16,"Detection","Persistent detection"
"937","Utility2","H1",2025-03-06,16,"No Detection","Detection"
"938","Utility2","H3",2025-03-06,16,"Detection","Detection"
"939","Utility2","H5",2025-03-06,16,"No Detection","No recent detection"
"940","Utility2","PanRSV",2025-03-06,16,"Detection","Persistent detection"
"941","Utility2","sars-cov-2",2025-03-06,16,"Detection","Persistent detection"
"942","Utility3","FLUAV",2025-03-06,16,"Detection","Persistent detection"
"943","Utility3","FLUBV",2025-03-06,16,"No Detection","Detection"
"944","Utility3","H1",2025-03-06,16,"No Detection","Detection"
"945","Utility3","H3",2025-03-06,16,"No Detection","No recent detection"
"946","Utility3","H5",2025-03-06,16,"No Detection","No recent detection"
"947","Utility3","PanRSV",2025-03-06,16,"Detection","Persistent detection"
"948","Utility3","sars-cov-2",2025-03-06,16,"Detection","Persistent detection"
"949","Utility5","FLUAV",2025-03-06,16,"Detection","Persistent detection"
"950","Utility5","FLUBV",2025-03-06,16,"No Detection","Detection"
"951","Utility5","H1",2025-03-06,16,"No Detection","Detection"
"952","Utility5","H3",2025-03-06,16,"No Detection","Detection"
"953","Utility5","H5",2025-03-06,16,"No Detection","No recent detection"
"954","Utility5","PanRSV",2025-03-06,16,"Detection","Persistent detection"
"955","Utility5","sars-cov-2",2025-03-06,16,"Detection","Persistent detection"
"956","Utility4","FLUAV",2025-03-05,16,"Detection","Persistent detection"
"957","Utility4","FLUBV",2025-03-05,16,"No Detection","No recent detection"
"958","Utility4","H1",2025-03-05,16,"No Detection","Detection"
"959","Utility4","H3",2025-03-05,16,"Detection","Persistent detection"
"960","Utility4","H5",2025-03-05,16,"No Detection","No recent detection"
"961","Utility4","PanRSV",2025-03-05,16,"Detection","Persistent detection"
"962","Utility4","sars-cov-2",2025-03-05,16,"Detection","Persistent detection"
"963","Utility1","FLUAV",2025-03-03,16,"Detection","Persistent detection"
"964","Utility1","FLUBV",2025-03-03,16,"Detection","Persistent detection"
"965","Utility1","H1",2025-03-03,16,"No Detection","Detection"
"966","Utility1","H3",2025-03-03,16,"No Detection","Detection"
"967","Utility1","H5",2025-03-03,16,"No Detection","No recent detection"
"968","Utility1","PanRSV",2025-03-03,16,"Detection","Persistent detection"
"969","Utility1","sars-cov-2",2025-03-03,16,"Detection","Persistent detection"
"970","Utility2","FLUAV",2025-03-03,16,"Detection","Persistent detection"
"971","Utility2","H1",2025-03-03,16,"No Detection","Detection"
"972","Utility2","H3",2025-03-03,16,"Detection","Detection"
"973","Utility2","H5",2025-03-03,16,"No Detection","No recent detection"
"974","Utility2","PanRSV",2025-03-03,16,"No Detection","Persistent detection"
"975","Utility2","sars-cov-2",2025-03-03,16,"Detection","Persistent detection"
"976","Utility3","FLUAV",2025-03-03,16,"Detection","Persistent detection"
"977","Utility3","FLUBV",2025-03-03,16,"No Detection","Detection"
"978","Utility3","H1",2025-03-03,16,"No Detection","Detection"
"979","Utility3","H3",2025-03-03,16,"No Detection","No recent detection"
"980","Utility3","H5",2025-03-03,16,"No Detection","No recent detection"
"981","Utility3","PanRSV",2025-03-03,16,"Detection","Persistent detection"
"982","Utility3","sars-cov-2",2025-03-03,16,"Detection","Persistent detection"
"983","Utility4","FLUAV",2025-03-03,16,"No Detection","Persistent detection"
"984","Utility4","FLUBV",2025-03-03,16,"No Detection","No recent detection"
"985","Utility4","H1",2025-03-03,16,"No Detection","Detection"
"986","Utility4","H3",2025-03-03,16,"No Detection","Persistent detection"
"987","Utility4","H5",2025-03-03,16,"No Detection","No recent detection"
"988","Utility4","PanRSV",2025-03-03,16,"Detection","Persistent detection"
"989","Utility4","sars-cov-2",2025-03-03,16,"Detection","Persistent detection"
"990","Utility5","FLUAV",2025-03-03,16,"Detection","Persistent detection"
"991","Utility5","FLUBV",2025-03-03,16,"Detection","Detection"
"992","Utility5","H1",2025-03-03,16,"No Detection","Detection"
"993","Utility5","H3",2025-03-03,16,"Detection","Detection"
"994","Utility5","H5",2025-03-03,16,"No Detection","No recent detection"
"995","Utility5","PanRSV",2025-03-03,16,"Detection","Persistent detection"
"996","Utility5","sars-cov-2",2025-03-03,16,"Detection","Persistent detection"
"997","Utility1","FLUAV",2025-02-27,17,"Detection","Persistent detection"
"998","Utility1","FLUBV",2025-02-27,17,"Detection","Persistent detection"
"999","Utility1","H1",2025-02-27,17,"Detection","Persistent detection"
"1000","Utility1","H3",2025-02-27,17,"No Detection","Detection"
"1001","Utility1","H5",2025-02-27,17,"No Detection","No recent detection"
"1002","Utility1","PanRSV",2025-02-27,17,"Detection","Persistent detection"
"1003","Utility1","sars-cov-2",2025-02-27,17,"Detection","Persistent detection"
"1004","Utility2","FLUAV",2025-02-27,17,"Detection","Persistent detection"
"1005","Utility2","FLUBV",2025-02-27,17,"Detection","Persistent detection"
"1006","Utility2","H1",2025-02-27,17,"Detection","Persistent detection"
"1007","Utility2","H3",2025-02-27,17,"Detection","Detection"
"1008","Utility2","H5",2025-02-27,17,"No Detection","No recent detection"
"1009","Utility2","PanRSV",2025-02-27,17,"Detection","Persistent detection"
"1010","Utility2","sars-cov-2",2025-02-27,17,"Detection","Persistent detection"
"1011","Utility3","FLUAV",2025-02-27,17,"Detection","Persistent detection"
"1012","Utility3","FLUBV",2025-02-27,17,"No Detection","Detection"
"1013","Utility3","H1",2025-02-27,17,"Detection","Persistent detection"
"1014","Utility3","H3",2025-02-27,17,"No Detection","No recent detection"
"1015","Utility3","H5",2025-02-27,17,"No Detection","No recent detection"
"1016","Utility3","PanRSV",2025-02-27,17,"Detection","Persistent detection"
"1017","Utility3","sars-cov-2",2025-02-27,17,"Detection","Persistent detection"
"1018","Utility5","FLUAV",2025-02-27,17,"Detection","Persistent detection"
"1019","Utility5","FLUBV",2025-02-27,17,"Detection","Detection"
"1020","Utility5","H1",2025-02-27,17,"Detection","Persistent detection"
"1021","Utility5","H3",2025-02-27,17,"No Detection","Persistent detection"
"1022","Utility5","H5",2025-02-27,17,"No Detection","No recent detection"
"1023","Utility5","PanRSV",2025-02-27,17,"Detection","Persistent detection"
"1024","Utility5","sars-cov-2",2025-02-27,17,"Detection","Persistent detection"
"1025","Utility4","H1",2025-02-26,17,"Detection","Detection"
"1026","Utility5","FLUAV",2025-02-26,17,"Detection","Persistent detection"
"1027","Utility5","FLUBV",2025-02-26,17,"No Detection","Detection"
"1028","Utility5","H3",2025-02-26,17,"Detection","Persistent detection"
"1029","Utility5","H5",2025-02-26,17,"No Detection","No recent detection"
"1030","Utility5","PanRSV",2025-02-26,17,"Detection","Persistent detection"
"1031","Utility5","sars-cov-2",2025-02-26,17,"Detection","Persistent detection"
"1032","Utility1","FLUAV",2025-02-24,17,"Detection","Persistent detection"
